           0           0 7.06723e-05           7
           0           0 3.90543e-06           1
           0           0 6.20436e-06           1
           0           0 1.40486e-06           1
           0           0 1.77785e-06           1
           0           0 3.75177e-07           2
           0           0 7.09641e-06           3
           0           0 1.23315e-05           1
           0           0 1.25581e-05           1
           0           0 4.00649e-05           1
           0           0 1.67901e-05           1
           0           0 2.56143e-05           1
           0           0 6.47565e-06           2
           0           0 3.94521e-07           1
           0           0 1.89521e-06           1
           0           0 4.03025e-06           1
           0           0 2.79686e-06           1
           0           0 6.00292e-07           1
           0           0 9.50051e-06           1
           0           0 2.43282e-05           1
           0           0 1.51366e-05           1
           0           0 5.84628e-05           1
           0           0 7.75967e-06           1
           0           0 6.97283e-07           1
           0           0  6.3961e-06           1
           0           0 9.79586e-07           1
           0           0 2.14815e-05           2
           0           0 2.50861e-05           1
           0           0 4.15026e-06           1
           0           0 1.10426e-05           5
           0           0 4.50278e-05           1
           0           0 3.95853e-07           3
           0           0 2.15398e-05           1
           0           0 3.02951e-06           1
           0           0  1.2156e-07           2
           0           0 1.40844e-05           1
           0           0 1.20084e-05           1
           0           0 6.20527e-06           1
           0           0 7.13793e-05           1
           0           0 5.28238e-06           2
           0           0 1.54392e-06           1
           0           0 4.61661e-07           1
           0           0 2.77292e-06           1
           0           0 5.34154e-05           3
           0           0 6.14623e-06           1
           0           0  4.3614e-06           2
           0           0 4.81677e-05           1
           0           0 2.22809e-06           1
           0           0 6.08969e-05           3
           0           0 7.44795e-06           1
           0           0 1.45679e-05           1
           0           0 1.82343e-05           4
           0           0 6.81627e-06           2
           0           0 3.92548e-05           3
           0           0 8.52573e-07           1
           0           0  1.0081e-05           1
           0           0 1.72442e-06           1
           0           0 6.18413e-06           4
           0           0 1.74541e-06           1
           0           0 1.73777e-05           1
           0           0 3.55573e-05           1
           0           0 3.38308e-05           1
           0           0   4.363e-06           1
           0           0 3.09387e-05           1
           0           0 3.05279e-07           1
           0           0 4.54173e-06           1
           0           0 2.65493e-07           1
           0           0 2.24754e-05           1
           0           0 3.99725e-06           1
           0           0  1.5804e-07           1
           0           0 1.15669e-05           2
           0           0 2.81049e-05           1
           0           0 1.98454e-06           1
           0           0 2.42368e-05           2
           0           0 2.39305e-05           1
           0           0 3.89733e-06           1
           0           0 4.39028e-05           2
           0           0 1.11988e-05           1
           0           0 2.11603e-05           1
           0           0 1.17444e-05           1
           0           0 4.11596e-06           3
           0           0 3.17181e-06           5
           0           0 1.54348e-07           1
           0           0 1.29442e-05           2
           0           0 5.66622e-06           1
           0           0 3.71696e-06           1
           0           0 3.13116e-05           1
           0           0 3.96892e-06           1
           0           0 9.65599e-05           1
           0           0 1.37523e-07           2
           0           0 1.35019e-06           1
           0           0 5.88214e-05           3
           0           0 1.17577e-05           4
           0           0 1.87551e-05           1
           0           0 4.67786e-06           1
           0           0 6.39737e-06           2
           0           0 1.93887e-05           1
           0           0 5.98804e-06           1
           0           0 5.70573e-05           1
           0           0 1.23826e-06           3
           0           0 1.23655e-07           1
           0           0 1.33842e-05           1
           0           0 4.21394e-07           1
           0           0   2.703e-06           1
           0           0 1.53425e-05           1
           0           0 2.69144e-06           1
           0           0 5.15658e-05           1
           0           0 3.06279e-07           1
           0           0 6.17996e-07           1
           0           0 7.81424e-06           2
           0           0 4.21835e-05           1
           0           0 1.11105e-05           1
           0           0 3.77434e-05           1
           0           0 5.26512e-05           4
           0           0 3.44883e-06           3
           0           0 2.15735e-06           1
           0           0 3.62503e-05           1
           0           0 2.41827e-06           1
           0           0 2.87082e-05           1
           0           0 2.68071e-05           1
           0           0 5.54013e-08           1
           0           0 2.41508e-05           1
           0           0 4.24224e-05           6
           0           0 3.00036e-06           4
           0           0 8.58598e-06           2
           0           0 7.89109e-05           2
           0           0 1.00092e-06           4
           0           0 1.31061e-05           2
           0           0 3.19383e-05           1
           0           0 1.93502e-07           1
           0           0 5.63805e-05           1
           0           0 1.45358e-06           1
           0           0 6.76445e-06           1
           0           0 9.62511e-06           1
           0           0 3.43844e-06           1
           0           0  8.7634e-05           1
           0           0 2.25966e-06           1
           0           0 1.04693e-05           2
           0           0 6.39858e-07           2
           0           0 3.28055e-05           1
           0           0 3.11455e-05           1
           0           0 2.33416e-06           3
           0           0 1.52327e-05           2
           0           0  1.4262e-07           1
           0           0 7.12318e-06           1
           0           0 9.86535e-05           1
           0           0 2.50897e-06           1
           0           0 1.31578e-05           6
           0           0 7.63103e-05           6
           0           0 2.18433e-05           1
           0           0 2.79001e-06           3
           0           0 3.60008e-05           1
           0           0 1.06457e-05           1
           0           0 6.41751e-06           3
           0           0 3.97437e-05           1
           0           0  2.8403e-07           1
           0           0  1.1912e-05           3
           0           0 1.12362e-05           3
           0           0 5.16133e-05           1
           0           0  1.3214e-06           1
           0           0  5.1611e-06           3
           0           0 3.07388e-06           2
           0           0 6.39898e-06           2
           0           0 2.71862e-06           1
           0           0 1.47267e-05           1
           0           0 1.76417e-05           1
           0           0 1.50219e-05           2
           0           0  4.4481e-05           2
           0           0 9.43252e-05           5
           0           0 1.26267e-06           1
           0           0  9.6178e-05           2
           0           0 4.84887e-06           3
           0           0 6.79491e-05           1
           0           0 1.14026e-06           1
           0           0 2.16975e-07           2
           0           0 4.06903e-06           6
           0           0 2.66581e-06           1
           0           0 2.11047e-06           1
           0           0 4.54865e-06           3
           0           0 1.63537e-06           2
           0           0 1.31819e-06           1
           0           0 4.70218e-05           3
           0           0 9.75972e-07           2
           0           0 2.18562e-05           5
           0           0 6.13333e-05           2
           0           0 7.27876e-05           1
           0           0 1.06241e-06           2
           0           0 8.13779e-06           1
           0           0 1.61032e-05           2
           0           0 2.24102e-07           1
           0           0  7.2877e-07           1
           0           0 4.18626e-05           1
           0           0 6.22058e-05           4
           0           0 1.36023e-05           1
           0           0 5.76861e-07           1
           0           0 7.43157e-06           1
           0           0 4.42994e-05           1
           0           0 3.02647e-08           1
           0           0 6.87806e-05           1
           0           0 2.81445e-06           1
